&-2665.6&-666.4&-296.1777777778&-166.6&-106.624&-74.0444444444&-54.4&-41.65&-32.9086419753&-26.656&-0.26656&-0.0026656&-0.000026656
-2665.6&0&1999.2&2369.4222222222&2499&2558.976&2591.5555555556&2611.2&2623.95&2632.6913580247&2638.944&2665.33344&2665.5973344&2665.599973344
-666.4&-1999.2&0&370.2222222222&499.8&559.776&592.3555555556&612&624.75&633.4913580247&639.744&666.13344&666.3973344&666.399973344
-296.1777777778&-2369.4222222222&-370.2222222222&0&129.5777777778&189.5537777778&222.1333333333&241.7777777778&254.5277777778&263.2691358025&269.5217777778&295.9112177778&296.1751121778&296.1777511218
-166.6&-2499&-499.8&-129.5777777778&0&59.976&92.5555555556&112.2&124.95&133.6913580247&139.944&166.33344&166.5973344&166.599973344
-106.624&-2558.976&-559.776&-189.5537777778&-59.976&0&32.5795555556&52.224&64.974&73.7153580247&79.968&106.35744&106.6213344&106.623973344
-74.0444444444&-2591.5555555556&-592.3555555556&-222.1333333333&-92.5555555556&-32.5795555556&0&19.6444444444&32.3944444444&41.1358024691&47.3884444444&73.7778844444&74.0417788444&74.0444177884
-54.4&-2611.2&-612&-241.7777777778&-112.2&-52.224&-19.6444444444&0&12.75&21.4913580247&27.744&54.13344&54.3973344&54.399973344
-41.65&-2623.95&-624.75&-254.5277777778&-124.95&-64.974&-32.3944444444&-12.75&0&8.7413580247&14.994&41.38344&41.6473344&41.649973344
-32.9086419753&-2632.6913580247&-633.4913580247&-263.2691358025&-133.6913580247&-73.7153580247&-41.1358024691&-21.4913580247&-8.7413580247&0&6.2526419753&32.6420819753&32.9059763753&32.9086153193
-26.656&-2638.944&-639.744&-269.5217777778&-139.944&-79.968&-47.3884444444&-27.744&-14.994&-6.2526419753&0&26.38944&26.6533344&26.655973344
-0.26656&-2665.33344&-666.13344&-295.9112177778&-166.33344&-106.35744&-73.7778844444&-54.13344&-41.38344&-32.6420819753&-26.38944&0&0.2638944&0.266533344
-0.0026656&-2665.5973344&-666.3973344&-296.1751121778&-166.5973344&-106.6213344&-74.0417788444&-54.3973344&-41.6473344&-32.9059763753&-26.6533344&-0.2638944&0&0.002638944
-0.000026656&-2665.599973344&-666.399973344&-296.1777511218&-166.599973344&-106.623973344&-74.0444177884&-54.399973344&-41.649973344&-32.9086153193&-26.655973344&-0.266533344&-0.002638944&0
